date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:05	13224/13224	---M--	200	added ('OK')	font/woff2	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.woff2	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.woff2	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:05	61460/61460	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:24:02%20GMT	https://kgswc.org/schedule/	D:/KGSWC/kgswc/kgswc.org/schedule/index.html	(from https://kgswc.org/)
12:54:05	16276/16276	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.woff	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.woff	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:05	54645/54645	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:24:02%20GMT	https://kgswc.org/knowledge-graphs-and-semantic-web-conference-2022-schedule/	D:/KGSWC/kgswc/kgswc.org/knowledge-graphs-and-semantic-web-conference-2022-schedule/index.html	(from https://kgswc.org/)
12:54:06	33736/33736	---M--	200	added ('OK')	font/ttf	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.ttf	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.ttf	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:08	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.svg	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-regular-400.svg	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:08	78268/78268	---M--	200	added ('OK')	font/woff2	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.woff2	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.woff2	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:09	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.eot	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.eot	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:09	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.eot?	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900d41d.eot	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:09	101648/101648	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.woff	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.woff	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:11	12252/12252	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:09%20GMT	https://kgswc.org/wp-json/wp/v2/pages/84	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/84.json	(from https://kgswc.org/committee/)
12:54:11	202744/202744	---M--	200	added ('OK')	font/ttf	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.ttf	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.ttf	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:10%20GMT	https://kgswc.org/?p=84	D:/KGSWC/kgswc/kgswc.org/index735a.html	(from https://kgswc.org/committee/)
12:54:12	2012/2012	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:11%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcommittee%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed7c0e.json	(from https://kgswc.org/committee/)
12:54:13	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Mar%202022%2017:09:53%20GMT	https://kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.svg	D:/KGSWC/kgswc/kgswc.org/wp-content/plugins/pagelayer/fonts/fa-solid-900.svg	(from https://kgswc.org/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.6.4)
12:54:13	2157/2157	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:11%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcommittee%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedc882	(from https://kgswc.org/committee/)
12:54:14	5296/5296	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:12%20GMT	https://kgswc.org/wp-json/wp/v2/pages/104	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/104.json	(from https://kgswc.org/call-of-papers/)
12:54:15	2037/2037	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:13%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcall-of-papers%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedfe37.json	(from https://kgswc.org/call-of-papers/)
12:54:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:13%20GMT	https://kgswc.org/?p=104	D:/KGSWC/kgswc/kgswc.org/index9430.html	(from https://kgswc.org/call-of-papers/)
12:54:16	2182/2182	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:14%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcall-of-papers%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedc8f5	(from https://kgswc.org/call-of-papers/)
12:54:17	1650/1650	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:15%20GMT	https://kgswc.org/wp-json/wp/v2/pages/110	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/110.json	(from https://kgswc.org/important-dates/)
12:54:18	2042/2042	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:16%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fimportant-dates%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed180b.json	(from https://kgswc.org/important-dates/)
12:54:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:16%20GMT	https://kgswc.org/?p=110	D:/KGSWC/kgswc/kgswc.org/index5f87.html	(from https://kgswc.org/important-dates/)
12:54:19	2187/2187	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:17%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fimportant-dates%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedefba	(from https://kgswc.org/important-dates/)
12:54:20	2860/2860	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:18%20GMT	https://kgswc.org/wp-json/wp/v2/pages/114	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/114.json	(from https://kgswc.org/keynote-speakers/)
12:54:21	2047/2047	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:19%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fkeynote-speakers%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedcf02.json	(from https://kgswc.org/keynote-speakers/)
12:54:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:19%20GMT	https://kgswc.org/?p=114	D:/KGSWC/kgswc/kgswc.org/index30a5.html	(from https://kgswc.org/keynote-speakers/)
12:54:22	2192/2192	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:20%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fkeynote-speakers%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed9180	(from https://kgswc.org/keynote-speakers/)
12:54:23	26142/26142	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2017:58:15%20GMT	https://kgswc.org/wp-content/uploads/2023/02/Valentina.jpg	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2023/02/Valentina.jpg	(from https://kgswc.org/keynote-speakers/)
12:54:23	95549/95549	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202023%2003:17:21%20GMT	https://kgswc.org/wp-content/uploads/2023/02/claudia_de_amato.jpg	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2023/02/claudia_de_amato.jpg	(from https://kgswc.org/keynote-speakers/)
12:54:24	9668/9668	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202023%2016:06:20%20GMT	https://kgswc.org/wp-content/uploads/2023/02/steffen_staff.jpg	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2023/02/steffen_staff.jpg	(from https://kgswc.org/keynote-speakers/)
12:54:24	202694/202694	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2015:52:48%20GMT	https://kgswc.org/wp-content/uploads/2023/03/deborah-McGuinnes-1420x1536-1.jpg	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2023/03/deborah-McGuinnes-1420x1536-1.jpg	(from https://kgswc.org/keynote-speakers/)
12:54:25	1459/1459	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:24%20GMT	https://kgswc.org/wp-json/wp/v2/pages/120	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/120.json	(from https://kgswc.org/venue/)
12:54:27	1992/1992	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:25%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fvenue%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed4720.json	(from https://kgswc.org/venue/)
12:54:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:25%20GMT	https://kgswc.org/?p=120	D:/KGSWC/kgswc/kgswc.org/index2c90.html	(from https://kgswc.org/venue/)
12:54:27	311351/311351	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Mar%202022%2015:49:38%20GMT	https://kgswc.org/wp-content/uploads/2022/03/Pascal_speakers.jpg	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2022/03/Pascal_speakers.jpg	(from https://kgswc.org/keynote-speakers/)
12:54:27	2137/2137	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:26%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fvenue%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedeed1	(from https://kgswc.org/venue/)
12:54:28	4213/4213	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:27%20GMT	https://kgswc.org/wp-json/wp/v2/pages/124	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/124.json	(from https://kgswc.org/journal-publications/)
12:54:29	2067/2067	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:27%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fjournal-publications%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embede87d.json	(from https://kgswc.org/journal-publications/)
12:54:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:28%20GMT	https://kgswc.org/?p=124	D:/KGSWC/kgswc/kgswc.org/indexd4a6.html	(from https://kgswc.org/journal-publications/)
12:54:30	2212/2212	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:29%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fjournal-publications%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedf331	(from https://kgswc.org/journal-publications/)
12:54:31	1452/1452	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:29%20GMT	https://kgswc.org/wp-json/wp/v2/pages/222	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/222.json	(from https://kgswc.org/hackathon/)
12:54:32	2012/2012	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:30%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fhackathon%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed4335.json	(from https://kgswc.org/hackathon/)
12:54:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:30%20GMT	https://kgswc.org/?p=222	D:/KGSWC/kgswc/kgswc.org/indexb4c1.html	(from https://kgswc.org/hackathon/)
12:54:33	2157/2157	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:32%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fhackathon%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embeddbbb	(from https://kgswc.org/hackathon/)
12:54:34	1524/1524	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:32%20GMT	https://kgswc.org/wp-json/wp/v2/pages/129	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/129.json	(from https://kgswc.org/previous-events/)
12:54:35	2042/2042	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:33%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fprevious-events%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedc982.json	(from https://kgswc.org/previous-events/)
12:54:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:33%20GMT	https://kgswc.org/?p=129	D:/KGSWC/kgswc/kgswc.org/index1c00.html	(from https://kgswc.org/previous-events/)
12:54:36	2187/2187	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:35%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fprevious-events%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed3e4d	(from https://kgswc.org/previous-events/)
12:54:37	1326/1326	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:35%20GMT	https://kgswc.org/wp-json/wp/v2/pages/472	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/472.json	(from https://kgswc.org/history/)
12:54:38	2002/2002	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:36%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fhistory%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed7572.json	(from https://kgswc.org/history/)
12:54:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:36%20GMT	https://kgswc.org/?p=472	D:/KGSWC/kgswc/kgswc.org/index8c8c.html	(from https://kgswc.org/history/)
12:54:39	2147/2147	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:37%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fhistory%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embedef1f	(from https://kgswc.org/history/)
12:54:40	4327/4327	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:38%20GMT	https://kgswc.org/wp-json/wp/v2/pages/468	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/468.json	(from https://kgswc.org/home-2022/)
12:54:41	2012/2012	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:39%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fhome-2022%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embede133.json	(from https://kgswc.org/home-2022/)
12:54:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:39%20GMT	https://kgswc.org/?p=468	D:/KGSWC/kgswc/kgswc.org/index4c66.html	(from https://kgswc.org/home-2022/)
12:54:42	2157/2157	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:40%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fhome-2022%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embede49f	(from https://kgswc.org/home-2022/)
12:54:44	12016/12016	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:41%20GMT	https://kgswc.org/wp-json/wp/v2/pages/499	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/499.json	(from https://kgswc.org/committee-2022/)
12:54:45	56926/56926	---MC-	200	added ('OK')	text/html	date:Wed,%2013%20Mar%202024%2007:24:41%20GMT	https://kgswc.org/winter-school-2022-schedule/	D:/KGSWC/kgswc/kgswc.org/winter-school-2022-schedule/index.html	(from https://kgswc.org/home-2022/)
12:54:45	2037/2037	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:43%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcommittee-2022%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embede12b.json	(from https://kgswc.org/committee-2022/)
12:54:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:43%20GMT	https://kgswc.org/?p=499	D:/KGSWC/kgswc/kgswc.org/indexa862.html	(from https://kgswc.org/committee-2022/)
12:54:46	2182/2182	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:44%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcommittee-2022%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed8504	(from https://kgswc.org/committee-2022/)
12:54:47	4149/4149	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:45%20GMT	https://kgswc.org/wp-json/wp/v2/pages/496	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/496.json	(from https://kgswc.org/call-of-papers-2022/)
12:54:48	2062/2062	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:46%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcall-of-papers-2022%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed0201.json	(from https://kgswc.org/call-of-papers-2022/)
12:54:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:46%20GMT	https://kgswc.org/?p=496	D:/KGSWC/kgswc/kgswc.org/index0a18.html	(from https://kgswc.org/call-of-papers-2022/)
12:54:49	2207/2207	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:47%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fcall-of-papers-2022%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed9ede	(from https://kgswc.org/call-of-papers-2022/)
12:54:49	1817/1817	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:48%20GMT	https://kgswc.org/wp-json/wp/v2/pages/505	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/505.json	(from https://kgswc.org/important-dates-2022/)
12:54:50	2067/2067	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:48%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fimportant-dates-2022%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed04d7.json	(from https://kgswc.org/important-dates-2022/)
12:54:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:49%20GMT	https://kgswc.org/?p=505	D:/KGSWC/kgswc/kgswc.org/index9b9e.html	(from https://kgswc.org/important-dates-2022/)
12:54:51	2212/2212	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:49%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fimportant-dates-2022%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed8833	(from https://kgswc.org/important-dates-2022/)
12:54:52	5499/5499	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:50%20GMT	https://kgswc.org/wp-json/wp/v2/pages/509	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/509.json	(from https://kgswc.org/keynote-speakers-2022/)
12:54:53	2072/2072	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:51%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fkeynote-speakers-2022%2F	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed597f.json	(from https://kgswc.org/keynote-speakers-2022/)
12:54:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202024%2007:24:51%20GMT	https://kgswc.org/?p=509	D:/KGSWC/kgswc/kgswc.org/index321c.html	(from https://kgswc.org/keynote-speakers-2022/)
12:54:54	2217/2217	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Mar%202024%2007:24:52%20GMT	https://kgswc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkgswc.org%2Fkeynote-speakers-2022%2F&format=xml	D:/KGSWC/kgswc/kgswc.org/wp-json/oembed/1.0/embed8689	(from https://kgswc.org/keynote-speakers-2022/)
12:54:55	37647/37647	---M--	200	added ('OK')	image/png	date:Tue,%2010%20May%202022%2014:41:35%20GMT	https://kgswc.org/wp-content/uploads/2022/05/ora_lassila-150x150.png	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2022/05/ora_lassila-150x150.png	(from https://kgswc.org/keynote-speakers-2022/)
12:54:55	29031/29031	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Mar%202022%2016:10:48%20GMT	https://kgswc.org/wp-content/uploads/2022/03/italiano-150x150.png	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2022/03/italiano-150x150.png	(from https://kgswc.org/keynote-speakers-2022/)
12:54:55	27356/27356	---M--	200	added ('OK')	image/png	date:Thu,%2005%20May%202022%2016:58:08%20GMT	https://kgswc.org/wp-content/uploads/2022/05/maria_esther-150x150.png	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2022/05/maria_esther-150x150.png	(from https://kgswc.org/keynote-speakers-2022/)
12:54:56	26882/26882	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Mar%202022%2016:11:15%20GMT	https://kgswc.org/wp-content/uploads/2022/03/pascal-150x150.png	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2022/03/pascal-150x150.png	(from https://kgswc.org/keynote-speakers-2022/)
12:54:57	31510/31510	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Apr%202022%2015:56:56%20GMT	https://kgswc.org/wp-content/uploads/2022/04/paul2-150x150.png	D:/KGSWC/kgswc/kgswc.org/wp-content/uploads/2022/04/paul2-150x150.png	(from https://kgswc.org/keynote-speakers-2022/)
12:54:57	1521/1521	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Mar%202024%2007:24:56%20GMT	https://kgswc.org/wp-json/wp/v2/pages/475	D:/KGSWC/kgswc/kgswc.org/wp-json/wp/v2/pages/475.json	(from https://kgswc.org/venue-2022/)
